RepositoryAge,RepositoyCreatedAt,PullRequestCount,ReleasesCount,LastUpdate,PrimaryLanguage,IssuesCount,ClosedIssuesCount,OpenIssuesCount,IssuesResolved,RepositoryUrl
8,05/21/2013 03:25:25,511,115,74.538475895,JavaScript,4362,3915,447,0.8975240715268226,https://github.com/Unitech/pm2
9,10/05/2012 16:39:45,39885,1,-165.47819076333334,TypeScript,7530,6997,533,0.9292164674634794,https://github.com/DefinitelyTyped/DefinitelyTyped
3,12/08/2018 08:21:47,711,109,-173.47819075833334,Python,2338,1611,727,0.6890504704875963,https://github.com/tiangolo/fastapi
5,05/15/2016 00:27:45,180,0,-87.661524085,JavaScript,80,65,15,0.8125,https://github.com/algorithm-visualizer/algorithm-visualizer
6,09/13/2015 19:04:02,3163,340,102.68847592,Go,4637,4045,592,0.8723312486521457,https://github.com/traefik/traefik
12,05/27/2009 16:29:46,218,0,2157.27180926,,6382,5847,535,0.9161704794735193,https://github.com/nodejs/node-v0.x-archive
5,08/16/2016 06:41:32,823,111,121.40514259833333,TypeScript,2405,2385,20,0.9916839916839917,https://github.com/styled-components/styled-components
5,02/18/2016 05:02:30,1308,64,-71.29485739666667,Rust,3766,3467,299,0.9206054168879447,https://github.com/alacritty/alacritty
6,01/13/2015 19:45:03,1210,88,-72.06152405666667,Go,2705,2637,68,0.9748613678373382,https://github.com/caddyserver/caddy
1,11/10/2020 02:44:00,174,0,-178.144857385,JavaScript,132,128,4,0.9696969696969697,https://github.com/microsoft/Web-Dev-For-Beginners
6,10/24/2015 19:53:36,321,0,-98.76152404666666,,83,79,4,0.9518072289156626,https://github.com/MunGell/awesome-for-beginners
8,12/08/2013 07:34:43,4970,2,-162.66152404166667,Markdown,763,641,122,0.8401048492791612,https://github.com/tldr-pages/tldr
8,01/21/2013 22:40:50,2170,142,-174.89485736833333,TypeScript,4579,4522,57,0.9875518672199171,https://github.com/pixijs/pixijs
5,09/02/2016 03:32:25,96,1,156.00514263666668,JavaScript,140,77,63,0.55,https://github.com/chinese-poetry/chinese-poetry
8,01/12/2013 00:25:55,11837,0,-177.99485735833332,Ruby,0,0,0,0,https://github.com/discourse/discourse
7,04/25/2014 14:29:47,190,44,355.271809315,Java,4686,2824,1862,0.6026461801109688,https://github.com/PhilJay/MPAndroidChart
5,10/25/2016 23:48:03,1530,37,180.38847598666666,Python,2782,2472,310,0.888569374550683,https://github.com/localstack/localstack
10,12/07/2011 21:14:40,4333,69,9.055142661666666,JavaScript,9684,7066,2618,0.7296571664601404,https://github.com/adobe/brackets
4,01/28/2017 09:35:02,397,28,-133.661524,JavaScript,557,535,22,0.9605026929982047,https://github.com/GitSquared/edex-ui
9,09/23/2012 15:17:08,717,101,-119.99485732833334,JavaScript,3715,3631,84,0.9773889636608345,https://github.com/hexojs/hexo
11,05/15/2010 00:53:07,308,0,-145.378190655,JavaScript,561,371,190,0.661319073083779,https://github.com/Marak/faker.js
10,05/31/2011 21:28:44,709,40,639.27180935,Objective-C,3110,3059,51,0.9836012861736334,https://github.com/AFNetworking/AFNetworking
9,02/19/2012 01:30:18,379,14,-173.97819064333333,PHP,161,145,16,0.9006211180124224,https://github.com/danielmiessler/SecLists
3,07/12/2018 08:52:39,182,0,-116.594857305,JavaScript,2591,1717,874,0.6626785025086839,https://github.com/dcloudio/uni-app
3,08/21/2018 11:20:39,9,0,-52.9448573,Python,42,28,14,0.6666666666666666,https://github.com/fighting41love/funNLP
7,07/17/2014 08:51:11,456,0,-8.278190626666667,,495,161,334,0.32525252525252524,https://github.com/fffaraz/awesome-cpp
9,04/20/2012 13:10:49,70,2,383.45514271166667,Python,0,0,0,0,https://github.com/shadowsocks/shadowsocks
8,09/13/2013 22:15:24,256,25,267.60514271666665,SCSS,573,543,30,0.9476439790575916,https://github.com/slatedocs/slate
6,03/04/2015 00:46:28,2794,245,-149.91152394333332,JavaScript,8550,6951,1599,0.8129824561403509,https://github.com/cypress-io/cypress
7,12/02/2014 17:00:38,5725,496,-69.89485727166667,Ruby,11630,11534,96,0.9917454858125537,https://github.com/fastlane/fastlane
3,07/05/2018 09:11:43,6,0,198.33847606666666,,0,0,0,0,https://github.com/Avik-Jain/100-Days-Of-ML-Code
7,04/12/2014 16:38:42,129,0,-114.71152392666667,,47,41,6,0.8723404255319149,https://github.com/tiimgreen/github-cheat-sheet
8,09/20/2013 11:58:29,268,70,440.605142745,JavaScript,3749,3572,177,0.9527874099759936,https://github.com/alvarotrigo/fullPage.js
8,07/04/2013 05:26:06,395,22,40.971809416666666,JavaScript,1847,1825,22,0.9880887926367081,https://github.com/gulpjs/gulp
7,06/08/2014 15:02:55,1259,68,-92.73772824666666,Shell,2305,2217,88,0.9618221258134491,https://github.com/pi-hole/pi-hole
8,11/13/2013 17:24:12,301,13,-146.03772821666666,JavaScript,601,583,18,0.9700499168053245,https://github.com/sahat/hackathon-starter
2,06/10/2019 06:54:19,35,0,-142.78772820833333,Python,42,18,24,0.42857142857142855,https://github.com/0voice/interview_internal_reference
8,03/10/2013 06:00:31,900,0,209.2122718,Ruby,1856,1385,471,0.7462284482758621,https://github.com/huginn/huginn
8,12/26/2013 13:05:46,4816,147,-65.78772819166667,Go,5818,5567,251,0.9568580268133379,https://github.com/ethereum/go-ethereum
8,06/22/2013 13:23:55,129,1,-132.93772818,,95,78,17,0.8210526315789474,https://github.com/dypsilon/frontend-dev-bookmarks
11,05/14/2010 18:45:10,1429,252,-164.55439484,JavaScript,4551,4221,330,0.9274884640738299,https://github.com/videojs/video.js
5,09/12/2016 00:39:35,2731,405,-168.67106149833333,TypeScript,10158,9076,1082,0.8934829690884032,https://github.com/vuetifyjs/vuetify
8,09/12/2013 18:39:48,1087,14,-0.6210614916666667,C++,4759,3880,879,0.815297331372137,https://github.com/BVLC/caffe
6,01/14/2015 22:01:33,655,14,200.46227185166666,HTML,2156,1802,354,0.8358070500927643,https://github.com/google/material-design-lite
9,12/16/2012 13:40:29,241,179,249.27893852666668,Kotlin,2331,2314,17,0.9927069927069927,https://github.com/shadowsocks/shadowsocks-android
1,05/06/2020 14:40:35,642,0,96.32893853333333,,61,61,0,1,https://github.com/bradtraversy/design-resources-for-developers
5,10/06/2016 22:42:42,467,36,278.19560520666664,Java,1323,1284,39,0.9705215419501134,https://github.com/airbnb/lottie-android
11,09/22/2010 16:57:44,2118,22,9.078938548333333,JavaScript,4592,4113,479,0.8956881533101045,https://github.com/Leaflet/Leaflet
8,07/08/2013 22:52:33,376,36,-125.271061445,Java,3996,3727,269,0.9326826826826827,https://github.com/bumptech/glide
8,07/20/2013 18:53:45,404,0,-95.13772810333333,JavaScript,843,819,24,0.9715302491103203,https://github.com/koajs/koa
7,12/08/2014 18:58:53,13846,177,-175.95439476166666,C++,9706,8999,707,0.9271584586853493,https://github.com/grpc/grpc
6,08/19/2015 20:22:52,693,4,-170.72106141833333,Python,926,743,183,0.8023758099352052,https://github.com/isocpp/CppCoreGuidelines
7,07/21/2014 14:29:47,269,75,-108.37106141166667,C++,3460,2904,556,0.8393063583815029,https://github.com/ocornut/imgui
5,12/07/2016 11:46:51,16,7,-55.33772807166667,TeX,191,134,57,0.7015706806282722,https://github.com/exacity/deeplearningbook-chinese
3,06/25/2018 05:33:03,49,13,243.94560527,Go,263,193,70,0.7338403041825095,https://github.com/FiloSottile/mkcert
4,02/16/2017 21:24:39,47,0,-47.02106138833334,,49,42,7,0.8571428571428571,https://github.com/kamranahmedse/design-patterns-for-humans
7,07/02/2014 06:02:29,426,59,855.6456052866666,TypeScript,1193,1103,90,0.9245599329421627,https://github.com/immutable-js/immutable-js
3,01/13/2018 19:40:08,200,0,-158.82106137333332,JavaScript,68,55,13,0.8088235294117647,https://github.com/yangshun/front-end-interview-handbook
10,06/16/2011 01:52:25,872,0,-167.17106136666666,C,0,0,0,0,https://github.com/php/php-src
6,09/18/2015 23:04:55,97,39,243.72893864,JavaScript,581,573,8,0.9862306368330465,https://github.com/zenorocha/clipboard.js
11,12/01/2010 15:35:32,116,0,583.1122719816667,PHP,3300,3221,79,0.9760606060606061,https://github.com/blueimp/jQuery-File-Upload
4,02/25/2017 08:53:02,467,2,-165.58772801166666,Python,100,67,33,0.67,https://github.com/apachecn/AiLearning
11,08/24/2010 01:37:33,16861,78,-120.25439467166666,Python,21141,17795,3346,0.8417293410907715,https://github.com/pandas-dev/pandas
1,04/21/2020 05:03:57,1015,0,-161.17106133,TypeScript,2512,2097,415,0.8347929936305732,https://github.com/vitejs/vite
6,01/15/2015 09:35:51,359,308,-160.82106132333334,Python,12849,5127,7722,0.39901937893999534,https://github.com/XX-net/XX-Net
2,08/21/2019 13:15:24,795,11,-44.90439458833333,Vue,566,531,35,0.9381625441696113,https://github.com/hoppscotch/hoppscotch
8,11/07/2013 04:30:06,107,0,-105.537727915,,106,19,87,0.1792452830188679,https://github.com/alex/what-happens-when
9,07/30/2012 23:23:18,210,82,163.66227209666667,JavaScript,2916,1868,1048,0.6406035665294925,https://github.com/quilljs/quill
7,01/05/2014 15:20:15,201,0,-147.10439456333333,,80,68,12,0.85,https://github.com/Trinea/android-open-project
7,02/25/2014 08:00:08,5,0,-149.13772788833333,Scala,0,0,0,0,https://github.com/apache/spark
5,08/10/2016 14:24:36,28,0,-2.5877278816666665,Jupyter Notebook,142,62,80,0.43661971830985913,https://github.com/jakevdp/PythonDataScienceHandbook
5,03/23/2016 08:43:36,0,0,395.562272125,,1113,852,261,0.7654986522911051,https://github.com/Alvin9999/new-pac
6,05/19/2015 07:36:09,7296,551,649.9622721316666,JavaScript,13410,11092,2318,0.8271439224459358,https://github.com/RocketChat/Rocket.Chat
8,10/01/2013 02:40:31,2100,137,-173.68772786,C,1595,1175,420,0.7366771159874608,https://github.com/obsproject/obs-studio
5,10/14/2016 11:49:48,27,0,107.81227214666667,Python,47,4,43,0.0851063829787234,https://github.com/floodsung/Deep-Learning-Papers-Reading-Roadmap
5,04/24/2016 11:57:57,1,0,-167.23772784666667,,288,284,4,0.9861111111111112,https://github.com/ngosang/trackerslist
8,04/12/2013 12:27:51,1388,116,99.42893882666667,JavaScript,3736,3570,166,0.9555674518201285,https://github.com/photonstorm/phaser
6,03/26/2015 19:58:06,912,0,38.778938835,JavaScript,61,34,27,0.5573770491803278,https://github.com/jondot/awesome-react-native
4,05/17/2017 12:23:40,31,1,997.0289388416667,Python,665,461,204,0.6932330827067669,https://github.com/testerSunshine/12306
7,11/17/2014 23:56:08,2642,110,48.895605515,Lua,3658,3461,197,0.9461454346637507,https://github.com/Kong/kong
9,03/20/2012 11:12:28,0,0,447.32893885666664,C,345,244,101,0.7072463768115942,https://github.com/wg/wrk
5,07/13/2016 17:30:16,483,0,-47.33772780333334,Shell,210,83,127,0.3952380952380952,https://github.com/open-guides/og-aws
4,08/25/2017 10:40:44,858,23,-172.58772779666666,TypeScript,7594,7474,120,0.9841980510929681,https://github.com/ant-design/ant-design-pro
6,09/11/2015 02:40:18,1173,150,107.54560554333334,JavaScript,1420,1267,153,0.8922535211267606,https://github.com/preactjs/preact
11,09/30/2010 19:41:28,851,0,948.852748375,JavaScript,2388,2331,57,0.9761306532663316,https://github.com/jashkenas/backbone
3,11/05/2018 03:44:27,140,0,-53.29725160666667,Jupyter Notebook,25,25,0,1,https://github.com/GokuMohandas/MadeWithML
3,12/18/2018 11:45:05,136,14,-177.66391826666666,JavaScript,859,469,390,0.5459837019790454,https://github.com/agalwood/Motrix
3,06/13/2018 01:39:33,28,0,-160.18058492833333,Shell,57,30,27,0.5263157894736842,https://github.com/dylanaraps/pure-bash-bible
10,06/03/2011 19:56:33,719,5,-7.847251588333333,JavaScript,751,628,123,0.8362183754993342,https://github.com/tastejs/todomvc
8,06/19/2013 10:24:45,10,0,1797.6860817533334,,369,215,154,0.5826558265582655,https://github.com/codepath/android_guides
12,05/20/2009 19:38:37,222,0,2480.2194150916666,,17037,17037,0,1,https://github.com/Homebrew/legacy-homebrew
11,11/09/2010 09:22:21,2126,0,514.7194150983333,Java,5556,5110,446,0.9197264218862491,https://github.com/netty/netty
1,02/04/2020 22:03:53,855,0,3.58608177,,3138,1671,1467,0.5325047801147228,https://github.com/CSSEGISandData/COVID-19
8,04/29/2013 18:26:36,7606,0,101.31941511166667,Java,520,481,39,0.925,https://github.com/eugenp/tutorials
3,05/13/2018 15:44:01,115,24,-39.24725154833333,Go,229,140,89,0.611353711790393,https://github.com/wagoodman/dive
11,06/01/2010 21:01:30,418,7,-9.347251543333334,JavaScript,1083,1078,5,0.9953831948291783,https://github.com/caolan/async
5,06/25/2016 06:09:10,16,0,2083.9527484616665,Shell,316,176,140,0.5569620253164557,https://github.com/shengxinjing/programmer-job-blacklist
9,12/03/2012 19:25:52,87,0,72.23608180166667,Makefile,2031,1570,461,0.7730182176267848,https://github.com/SheetJS/sheetjs
2,03/27/2019 23:53:37,16,0,-175.29725152666666,,215,63,152,0.2930232558139535,https://github.com/formulahendry/955.WLB
2,11/15/2019 18:32:42,5147,46,-164.39725152166667,JavaScript,2741,2451,290,0.8941991973732214,https://github.com/microsoft/playwright
7,03/24/2014 02:10:05,235,48,225.20274848333332,JavaScript,3451,2350,1101,0.6809620399884092,https://github.com/kenwheeler/slick
8,03/18/2013 17:08:21,273,14,32.436081825,Java,913,729,184,0.7984665936473165,https://github.com/skylot/jadx
5,03/11/2016 02:02:33,408,66,-55.06391817,Rust,1251,1169,82,0.9344524380495604,https://github.com/BurntSushi/ripgrep
3,08/29/2018 17:15:57,342,36,-178.913918165,Java,1360,1224,136,0.9,https://github.com/alibaba/arthas
8,11/04/2013 02:02:53,175,0,795.8360818416667,JavaScript,66,39,27,0.5909090909090909,https://github.com/aosabook/500lines
9,09/29/2012 07:52:01,96,9,-169.79725148666665,Python,776,206,570,0.2654639175257732,https://github.com/fxsjy/jieba
9,02/29/2012 02:32:08,1073,10,721.8527485183333,Go,3054,3028,26,0.991486574983628,https://github.com/beego/beego
5,06/14/2016 16:08:50,126,109,-179.61391814333334,Go,1329,1131,198,0.8510158013544018,https://github.com/evanw/esbuild
10,09/05/2011 18:07:54,44,0,217.76941519666667,Shell,367,237,130,0.6457765667574932,https://github.com/mathiasbynens/dotfiles
4,11/03/2017 02:35:33,425,0,-93.13058479833333,Swift,152,129,23,0.8486842105263158,https://github.com/serhii-londar/open-source-mac-os-apps
4,05/07/2017 21:40:56,113,0,417.0694152066667,Python,175,91,84,0.52,https://github.com/chubin/cheat.sh
7,10/06/2014 10:24:22,861,96,-26.230584788333335,JavaScript,1232,921,311,0.747564935064935,https://github.com/date-fns/date-fns
8,03/24/2013 17:18:38,545,0,-171.59725144833334,Go,0,0,0,0,https://github.com/unknwon/the-way-to-go_ZH_CN
6,07/16/2015 04:21:26,636,51,585.2194152233334,JavaScript,1161,1095,66,0.9431524547803618,https://github.com/vuejs/vuex
6,04/29/2015 23:54:16,727,27,-159.88058477166666,Kotlin,1309,1226,83,0.9365928189457601,https://github.com/square/leakcanary
3,12/24/2018 14:30:48,344,0,-38.2639181,Python,532,472,60,0.8872180451127819,https://github.com/sherlock-project/sherlock
8,10/24/2013 18:16:07,355,0,9.66941524,Ruby,940,847,93,0.9010638297872341,https://github.com/freeCodeCamp/devdocs
4,12/17/2017 09:06:50,69,0,-87.59725141333334,Java,89,59,30,0.6629213483146067,https://github.com/crossoverJie/JCSprout
4,06/20/2017 16:13:53,3045,101,-123.763918075,TypeScript,1775,1618,157,0.9115492957746479,https://github.com/facebook/docusaurus
7,08/27/2014 21:17:52,35,21,-176.16391807,C++,639,493,146,0.7715179968701096,https://github.com/google/leveldb
5,11/01/2016 02:13:26,7858,122,-169.73058473,Go,7774,6170,1604,0.7936712117314124,https://github.com/go-gitea/gitea
12,10/25/2009 18:31:06,726,0,-157.21391805833332,JavaScript,1393,1361,32,0.9770279971284996,https://github.com/jashkenas/underscore
6,04/01/2015 17:51:11,187,220,-128.04725138666666,JavaScript,3441,3406,35,0.989828538215635,https://github.com/gorhill/uBlock
10,10/14/2011 22:49:02,824,12,-178.11391804666667,PHP,570,494,76,0.8666666666666667,https://github.com/fzaninotto/Faker
4,09/09/2017 16:33:26,45,0,-168.71391804166666,Makefile,67,20,47,0.29850746268656714,https://github.com/golang-standards/project-layout
6,01/27/2015 01:23:31,352,0,424.55274863,JavaScript,1155,1089,66,0.9428571428571428,https://github.com/standard/standard
10,04/14/2011 14:12:38,15,11,-119.14725136333334,C,0,0,0,0,https://github.com/FFmpeg/FFmpeg
5,06/07/2016 16:56:31,99,0,166.76941530833332,JavaScript,2419,1932,487,0.798677139313766,https://github.com/microsoft/monaco-editor
7,12/18/2014 04:09:54,171,23,173.18608198,Less,643,605,38,0.9409020217729394,https://github.com/Tencent/weui
6,02/02/2015 19:25:47,6939,211,97.26941531833333,Clojure,9576,7346,2230,0.7671261487050961,https://github.com/metabase/metabase
9,11/17/2012 03:15:11,241,26,-93.64725134333334,Haskell,1996,1309,687,0.655811623246493,https://github.com/koalaman/shellcheck
3,02/24/2018 01:54:18,4,0,1607.8360819966667,CSS,0,0,0,0,https://github.com/houshanren/hangzhou_house_knowledge
10,07/24/2011 13:15:51,633,49,-121.54725133166667,JavaScript,1156,1114,42,0.9636678200692042,https://github.com/markedjs/marked
8,03/05/2013 08:18:59,346,0,1040.9860820066667,Java,1165,1070,95,0.9184549356223176,https://github.com/JakeWharton/butterknife
3,06/02/2018 04:08:16,240,0,-139.61510957166666,JavaScript,153,150,3,0.9803921568627451,https://github.com/typescript-cheatsheets/react
8,06/19/2013 10:24:45,10,0,1797.7515571116667,,369,215,154,0.5826558265582655,https://github.com/codepath/android_guides
12,05/20/2009 19:38:37,222,0,2480.284890451667,,17037,17037,0,1,https://github.com/Homebrew/legacy-homebrew
11,11/09/2010 09:22:21,2126,0,514.7848904583333,Java,5556,5110,446,0.9197264218862491,https://github.com/netty/netty
1,02/04/2020 22:03:53,855,0,3.65155713,,3138,1671,1467,0.5325047801147228,https://github.com/CSSEGISandData/COVID-19
8,04/29/2013 18:26:36,7606,0,101.38489047333333,Java,520,481,39,0.925,https://github.com/eugenp/tutorials
3,05/13/2018 15:44:01,115,24,-39.18177618833333,Go,229,140,89,0.611353711790393,https://github.com/wagoodman/dive
11,06/01/2010 21:01:30,418,7,-9.281776183333333,JavaScript,1083,1078,5,0.9953831948291783,https://github.com/caolan/async
4,08/28/2017 20:22:19,87,2,76.70155715666667,Python,150,110,40,0.7333333333333333,https://github.com/satwikkansal/wtfpython
5,06/25/2016 06:09:10,16,0,2084.01822383,Shell,316,176,140,0.5569620253164557,https://github.com/shengxinjing/programmer-job-blacklist
2,11/12/2019 04:26:18,2,0,-147.61510949666666,,56,35,21,0.625,https://github.com/AobingJava/JavaFamily
9,12/03/2012 19:25:52,87,0,72.30155717666666,Makefile,2031,1570,461,0.7730182176267848,https://github.com/SheetJS/sheetjs
2,03/27/2019 23:53:37,16,0,-175.23177615166668,,215,63,152,0.2930232558139535,https://github.com/formulahendry/955.WLB
2,11/15/2019 18:32:42,5147,46,-164.331776145,JavaScript,2741,2451,290,0.8941991973732214,https://github.com/microsoft/playwright
7,03/24/2014 02:10:05,235,48,225.26822386,JavaScript,3451,2350,1101,0.6809620399884092,https://github.com/kenwheeler/slick
8,03/18/2013 17:08:21,273,14,32.50155719833333,Java,913,729,184,0.7984665936473165,https://github.com/skylot/jadx
5,03/11/2016 02:02:33,408,66,-54.998442796666666,Rust,1251,1169,82,0.9344524380495604,https://github.com/BurntSushi/ripgrep
3,08/29/2018 17:15:57,342,36,-178.84844278833333,Java,1360,1224,136,0.9,https://github.com/alibaba/arthas
8,11/04/2013 02:02:53,175,0,795.9015572166667,JavaScript,66,39,27,0.5909090909090909,https://github.com/aosabook/500lines
9,09/29/2012 07:52:01,96,9,-169.73177611166668,Python,776,206,570,0.2654639175257732,https://github.com/fxsjy/jieba
9,02/29/2012 02:32:08,1073,10,721.918223895,Go,3054,3028,26,0.991486574983628,https://github.com/beego/beego
5,06/14/2016 16:08:50,126,109,-179.54844276666665,Go,1329,1131,198,0.8510158013544018,https://github.com/evanw/esbuild
10,09/05/2011 18:07:54,44,0,217.83489057166668,Shell,367,237,130,0.6457765667574932,https://github.com/mathiasbynens/dotfiles
4,11/03/2017 02:35:33,425,0,-93.06510942166666,Swift,152,129,23,0.8486842105263158,https://github.com/serhii-londar/open-source-mac-os-apps
4,05/07/2017 21:40:56,113,0,417.13489058333334,Python,175,91,84,0.52,https://github.com/chubin/cheat.sh
7,10/06/2014 10:24:22,861,96,-26.165109411666666,JavaScript,1232,921,311,0.747564935064935,https://github.com/date-fns/date-fns
8,03/24/2013 17:18:38,545,0,-171.53177607333333,Go,0,0,0,0,https://github.com/unknwon/the-way-to-go_ZH_CN
6,07/16/2015 04:21:26,636,51,585.2848906,JavaScript,1161,1095,66,0.9431524547803618,https://github.com/vuejs/vuex
6,04/29/2015 23:54:16,727,27,-159.815109395,Kotlin,1309,1226,83,0.9365928189457601,https://github.com/square/leakcanary
3,12/24/2018 14:30:48,344,0,-38.198442723333336,Python,532,472,60,0.8872180451127819,https://github.com/sherlock-project/sherlock
8,10/24/2013 18:16:07,355,0,9.734890615,Ruby,940,847,93,0.9010638297872341,https://github.com/freeCodeCamp/devdocs
4,12/17/2017 09:06:50,69,0,-87.53177604666666,Java,89,59,30,0.6629213483146067,https://github.com/crossoverJie/JCSprout
4,06/20/2017 16:13:53,3045,101,-123.69844270666667,TypeScript,1775,1618,157,0.9115492957746479,https://github.com/facebook/docusaurus
7,08/27/2014 21:17:52,35,21,-176.09844268333333,C++,639,493,146,0.7715179968701096,https://github.com/google/leveldb
8,07/04/2013 08:47:49,476,37,-171.29844267833334,C++,1873,1859,14,0.9925253603844101,https://github.com/nlohmann/json
5,11/05/2016 05:32:33,7,0,-142.131776005,Java,101,97,4,0.9603960396039604,https://github.com/ityouknow/spring-boot-examples
5,11/01/2016 02:13:26,7858,122,-169.66510933333333,Go,7774,6170,1604,0.7936712117314124,https://github.com/go-gitea/gitea
12,10/25/2009 18:31:06,726,0,-157.14844266166668,JavaScript,1393,1361,32,0.9770279971284996,https://github.com/jashkenas/underscore
6,04/01/2015 17:51:11,187,220,-127.98177599,JavaScript,3441,3406,35,0.989828538215635,https://github.com/gorhill/uBlock
10,10/14/2011 22:49:02,824,12,-178.04844265,PHP,570,494,76,0.8666666666666667,https://github.com/fzaninotto/Faker
4,09/09/2017 16:33:26,45,0,-168.648442645,Makefile,67,20,47,0.29850746268656714,https://github.com/golang-standards/project-layout
4,06/23/2017 06:15:51,60,0,465.25155736166664,Kotlin,730,638,92,0.873972602739726,https://github.com/alibaba/p3c
6,01/27/2015 01:23:31,352,0,424.6182240333333,JavaScript,1155,1089,66,0.9428571428571428,https://github.com/standard/standard
10,04/14/2011 14:12:38,15,11,-119.08177596166666,C,0,0,0,0,https://github.com/FFmpeg/FFmpeg
5,06/07/2016 16:56:31,99,0,166.83489071,JavaScript,2419,1932,487,0.798677139313766,https://github.com/microsoft/monaco-editor
7,12/18/2014 04:09:54,171,23,173.25155738333333,Less,643,605,38,0.9409020217729394,https://github.com/Tencent/weui
6,02/02/2015 19:25:47,6939,211,97.33489072166667,Clojure,9576,7346,2230,0.7671261487050961,https://github.com/metabase/metabase
9,11/17/2012 03:15:11,241,26,-93.58177594,Haskell,1996,1309,687,0.655811623246493,https://github.com/koalaman/shellcheck
3,02/24/2018 01:54:18,4,0,1607.9015573983334,CSS,0,0,0,0,https://github.com/houshanren/hangzhou_house_knowledge
10,07/24/2011 13:15:51,633,49,-121.48177592833333,JavaScript,1156,1114,42,0.9636678200692042,https://github.com/markedjs/marked
8,03/05/2013 08:18:59,346,0,1041.1084143616667,Java,1165,1070,95,0.9184549356223176,https://github.com/JakeWharton/butterknife
11,01/04/2010 14:21:21,17124,311,173.09174774666667,PHP,16239,15649,590,0.9636677135291583,https://github.com/symfony/symfony
7,03/11/2014 06:09:42,8804,123,-158.77491890166667,C#,23820,21132,2688,0.8871536523929471,https://github.com/dotnet/aspnetcore
8,11/26/2013 03:14:19,377,0,154.40841444833333,,112,111,1,0.9910714285714286,https://github.com/ziadoz/awesome-php
6,09/22/2015 19:37:55,104,0,169.54174779833335,,0,0,0,0,https://github.com/herrbischoff/awesome-macos-command-line
10,06/08/2011 08:53:00,2254,119,-106.99158551,PHP,6704,6514,190,0.9716587112171837,https://github.com/composer/composer
6,03/15/2015 06:17:10,2286,0,-94.79158549166667,TypeScript,2915,2751,164,0.9437392795883361,https://github.com/ReactiveX/rxjs
5,02/29/2016 07:41:14,1427,3,9.291747858333334,TypeScript,6155,4916,1239,0.7987002437043055,https://github.com/typeorm/typeorm
7,07/01/2014 15:59:02,333,0,23.041747875,,76,75,1,0.9868421052631579,https://github.com/sorrycc/awesome-javascript
4,06/30/2017 10:17:55,108,0,23.008414563333332,JavaScript,37,28,9,0.7567567567567568,https://github.com/elsewhencode/project-guidelines
